experiment,seed,role,image_idx,image_path,overlay_path,success,candidate_error,display_gt_idx,iou_display_gt,angle_display_gt_deg,center_distance_px,center_distance_norm,area_ratio_pred_gt,pred_cx,pred_cy,pred_w,pred_h,pred_angle_deg,gt_cx,gt_cy,gt_w,gt_h,gt_angle_deg,gt_count_for_image,orig_image_path
EXP1_SIMPLE_RGB,0,failure_primary,0,data/raw/cornell/02/pcd0200r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0200r.png,False,E1,0,0.7818986455509609,51.44746547654075,0.8643302457459366,0.037116377296384354,0.8989785444975543,98.59261703491211,128.71380043029785,17.558684587478638,12.513574957847595,-31.68209195137024,98.69999999999999,127.85616666666668,19.7112841555922,12.399641571880663,19.76537352517051,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0200r.png
EXP1_SIMPLE_RGB,0,failure_primary,1,data/raw/cornell/02/pcd0201r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0201r.png,False,E2,2,0.11661164181573215,14.430579098729453,10.382842535415369,0.5448460742756148,1.3862842911927373,99.4128360748291,130.47998237609863,18.621824741363525,13.47109854221344,-35.09627848863602,95.02499999999999,139.8901,14.019594342294646,12.907362240210043,-49.52685758736547,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0201r.png
EXP1_SIMPLE_RGB,0,failure_primary,2,data/raw/cornell/02/pcd0202r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0202r.png,False,E2,1,0.15873017479167492,46.036391803912046,9.948591341917306,0.5585327565676932,1.3729834364173716,89.5994005203247,127.93015098571777,17.540595054626465,12.21010172367096,-10.920786336064339,98.69999999999999,131.94930000000002,13.692047458378893,11.392785241351456,35.11560546784771,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0202r.png
EXP1_SIMPLE_RGB,0,failure_primary,3,data/raw/cornell/02/pcd0203r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0203r.png,False,E2,0,0.08007071350857876,33.740201438713356,11.418222716637333,0.639350948330389,1.7041177416149076,102.681715965271,133.9852294921875,18.920933723449707,14.040631771087646,-38.66599828004837,96.425,143.53663333333336,13.89501167694724,11.219427594826552,-72.40619971876173,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0203r.png
EXP1_SIMPLE_RGB,0,failure_primary,4,data/raw/cornell/02/pcd0204r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0204r.png,True,OK,0,0.28081511407573684,23.215560032277498,7.1330888962018255,0.3816054901334581,1.315379472973415,90.51080322265625,127.71774291992188,18.322739124298096,12.539743781089783,-19.127371609210968,96.6,131.43293333333332,13.333928166898156,13.099957591110321,4.088188423066531,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0204r.png
EXP1_SIMPLE_RGB,0,failure_primary,5,data/raw/cornell/02/pcd0205r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0205r.png,False,E2,0,0.0,14.42320831930624,15.121525191670342,0.795570960221294,1.4785935585005214,91.8817892074585,127.92812156677246,18.188116550445557,12.60577666759491,-20.113281905651093,95.375,142.64063333333334,16.531454409775925,9.379883913046164,-5.690073586344852,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0205r.png
EXP1_SIMPLE_RGB,0,failure_primary,6,data/raw/cornell/02/pcd0206r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0206r.png,False,E2,2,0.09754035232977463,0.41287869724388315,9.889137425149954,0.4425990083233795,1.0313204799157547,89.36277961730957,128.45790672302246,17.95925283432007,12.6822270154953,-14.553872644901276,90.475,138.2843,19.129677718207905,11.54469575172945,-14.140993947657392,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0206r.png
EXP1_SIMPLE_RGB,0,failure_primary,7,data/raw/cornell/02/pcd0207r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0207r.png,False,E3,0,0.10115525985524847,79.46783057867607,9.938601068538489,0.643501339996058,1.957561377158167,94.77385139465332,128.31289672851562,17.789796352386475,12.599034190177917,-21.417696475982666,90.82499999999999,137.43333333333334,9.266741606411609,12.355655475215478,79.11447294534126,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0207r.png
EXP1_SIMPLE_RGB,0,failure_primary,8,data/raw/cornell/02/pcd0208r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0208r.png,False,E2,0,0.23348545746788374,15.30361174496963,6.778366804407122,0.3764826264876564,1.5234141226055646,91.52654075622559,129.12336921691895,18.37467122077942,12.616207480430603,-20.511324405670166,94.14999999999999,135.37346666666667,14.760930324339316,10.309003616041442,-5.207712660700537,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0208r.png
EXP1_SIMPLE_RGB,0,failure_primary,9,data/raw/cornell/02/pcd0209r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0209r.png,False,E1,2,0.27174941942258357,50.00611780065877,7.292293507561029,0.3521635477608129,1.1822431446969177,98.17470359802246,131.725191116333,18.565176248550415,13.524722933769226,-33.557079434394836,96.25,138.7589,15.610053994861778,13.605554421305703,-83.56319723505361,5,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0209r.png
EXP1_SIMPLE_RGB,0,failure_primary,10,data/raw/cornell/02/pcd0210r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0210r.png,False,E1,0,0.4169225273478849,39.52052718552663,6.2556783393000375,0.2665927407998527,0.9388140666302867,93.5980634689331,129.9486484527588,18.65751814842224,12.787703394889832,-24.99502032995224,99.57499999999999,128.1021,19.524065660678872,13.016570635582594,14.52550685557439,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0210r.png
EXP1_SIMPLE_RGB,0,failure_primary,11,data/raw/cornell/02/pcd0211r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0211r.png,False,E4,0,0.025286520681004055,57.11298464571899,16.64837391579586,0.8200514051230579,1.120344463153487,90.12029361724854,128.28915786743164,17.574662923812866,12.112964987754822,-8.599954023957253,105.0,135.75660000000002,16.90694407662129,11.23882160687281,48.513030621761736,6,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0211r.png
EXP1_SIMPLE_RGB,0,failure_primary,12,data/raw/cornell/02/pcd0212r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0212r.png,True,OK,2,0.36986119667747347,25.990606761952904,6.031650218210656,0.29723664826842405,1.1739232046369734,99.41253566741943,129.16136741638184,18.123849391937256,12.820127367973328,-32.51883924007416,93.975,131.77173333333334,16.205074444753407,12.213835506415574,-6.528232478121254,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0212r.png
EXP1_SIMPLE_RGB,0,failure_primary,13,data/raw/cornell/02/pcd0213r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0213r.png,True,OK,2,0.27839624440375654,25.053154090937767,5.068350488950012,0.3176754081564946,1.9357002452726133,96.1949520111084,131.4689235687256,18.626451015472412,13.114404797554016,-28.86722892522812,94.85,136.35556666666668,10.523307464861036,11.991909288997974,-3.8140748342903534,5,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0213r.png
EXP1_SIMPLE_RGB,0,failure_primary,14,data/raw/cornell/02/pcd0214r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0214r.png,False,E2,0,0.23024055817152328,27.55723653250906,8.272003386025883,0.4849770435192103,1.5020339460398124,91.43842792510986,128.641996383667,17.586669206619263,12.408305525779724,-16.752355992794037,99.39999999999999,126.39713333333333,11.758462420316697,12.355655475215478,10.80488053971502,5,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0214r.png
EXP1_SIMPLE_RGB,0,failure_primary,15,data/raw/cornell/02/pcd0215r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0215r.png,False,E4,3,0.0,31.775191569543534,14.88631938442779,0.9784189611484395,2.074266930790673,96.43551826477051,129.5819911956787,18.257036685943604,12.805644392967224,-29.65409517288208,90.3,143.1451,9.456479260274406,11.91893929080008,2.1210963966614536,7,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0215r.png
EXP1_SIMPLE_RGB,0,failure_primary,16,data/raw/cornell/02/pcd0216r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0216r.png,False,E4,0,0.03439027605342851,33.936213821802994,11.105246097492765,1.0884719985427493,4.374123280967802,88.63429832458496,127.72325706481934,17.791478633880615,12.477145552635193,-13.15298706293106,99.57499999999999,129.62786666666668,6.3641155897736486,7.974403495629695,20.783226758871933,6,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0216r.png
EXP1_SIMPLE_RGB,0,failure_primary,17,data/raw/cornell/02/pcd0217r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0217r.png,False,E2,0,0.1680167099605362,23.04875233143378,9.554217459566583,0.3519588611172815,0.6872502244159465,90.97033309936523,129.2409553527832,17.908166885375977,12.534910559654236,-17.34331637620926,95.725,137.52806666666666,23.215003821020574,14.069825869569247,5.705435955224519,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0217r.png
EXP1_SIMPLE_RGB,0,failure_primary,18,data/raw/cornell/02/pcd0218r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0218r.png,True,OK,2,0.3785899381138539,7.452233924858431,5.017739834966965,0.18894676692278475,0.7281924914635295,94.83367919921875,128.44954872131348,17.697564601898193,12.397510886192322,-22.053280770778656,96.77499999999999,133.07653333333332,23.147560541880004,13.016570635582594,-14.601046845920225,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0218r.png
EXP1_SIMPLE_RGB,0,failure_primary,19,data/raw/cornell/02/pcd0219r.png,reports/tfm_visual_revision/intermediate/overlays/EXP1_SIMPLE_RGB_seed_0/data__raw__cornell__02__pcd0219r.png,True,OK,0,0.306621770770517,27.676418268643204,6.505367716775024,0.43109559219204535,2.0755692698705857,90.77514839172363,130.1600284576416,18.075241804122925,12.681612849235535,-16.300814151763916,97.125,128.7461,9.28234947211642,11.897712198383164,11.375604116879288,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0219r.png
