experiment,seed,role,image_idx,image_path,overlay_path,success,candidate_error,display_gt_idx,iou_display_gt,angle_display_gt_deg,center_distance_px,center_distance_norm,area_ratio_pred_gt,pred_cx,pred_cy,pred_w,pred_h,pred_angle_deg,gt_cx,gt_cy,gt_w,gt_h,gt_angle_deg,gt_count_for_image,orig_image_path
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,0,data/raw/cornell/02/pcd0200r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0200r.png,True,OK,0,0.49005740353379723,21.43863022416634,5.221811533207616,0.22423689092342083,0.8062599068538429,93.50932312011719,128.4255428314209,14.089110851287842,13.986708641052246,-1.6732566989958286,98.69999999999999,127.85616666666668,19.7112841555922,12.399641571880663,19.76537352517051,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0200r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,1,data/raw/cornell/02/pcd0201r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0201r.png,True,OK,2,0.6885227316821311,6.8540985855776455,2.1900077374537754,0.11492200852655769,0.8939287722980765,97.20749855041504,139.70889854431152,11.999518632888794,13.480687379837036,-56.380956172943115,95.02499999999999,139.8901,14.019594342294646,12.907362240210043,-49.52685758736547,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0201r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,2,data/raw/cornell/02/pcd0202r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0202r.png,True,OK,1,0.45256481692009587,5.9583921971834926,3.8336848541849298,0.2152303271718327,1.0265275295762093,95.57135963439941,129.7337303161621,13.058491468429565,12.262411832809448,29.157213270664215,98.69999999999999,131.94930000000002,13.692047458378893,11.392785241351456,35.11560546784771,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0202r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,3,data/raw/cornell/02/pcd0203r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0203r.png,False,E2,0,0.19155213232079413,12.325667287159249,7.945543381797013,0.44490205018949075,1.0808515928713838,98.71860790252686,135.9293327331543,12.375820636749268,13.615126371383667,-60.08053243160248,96.425,143.53663333333336,13.89501167694724,11.219427594826552,-72.40619971876173,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0203r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,4,data/raw/cornell/02/pcd0204r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0204r.png,True,OK,1,0.7231525972983089,11.608770723168298,0.688772896989223,0.038259935260173246,1.175542710348966,94.95304775238037,133.8212070465088,13.257282733917236,13.701655387878418,3.7781334668397903,95.55,134.16479999999999,14.52047064801964,10.641637300925288,15.386904190008089,4,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0204r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,5,data/raw/cornell/02/pcd0205r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0205r.png,False,E2,0,0.09191929513625752,1.5306423150898354,10.28744473849219,0.5412411899650232,1.160295555296594,89.1959400177002,134.4156265258789,13.303452014923096,13.524238109588623,-4.159431271255016,95.375,142.64063333333334,16.531454409775925,9.379883913046164,-5.690073586344852,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0205r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,6,data/raw/cornell/02/pcd0206r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0206r.png,True,OK,2,0.2705675950801171,10.127136217924402,6.269727948711091,0.2806084346142886,0.8142134103148714,89.10535717010498,132.16600227355957,13.258851528167725,13.561960935592651,-4.01385772973299,90.475,138.2843,19.129677718207905,11.54469575172945,-14.140993947657392,3,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0206r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,7,data/raw/cornell/02/pcd0207r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0207r.png,False,E4,0,0.0,85.53853452683369,15.472371737245677,1.001800140399324,1.7262288278378752,89.83034706115723,121.99296569824219,14.265233039855957,13.855185270309448,-6.424061581492424,90.82499999999999,137.43333333333334,9.266741606411609,12.355655475215478,79.11447294534126,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0207r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,8,data/raw/cornell/02/pcd0208r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0208r.png,False,E2,0,0.08341959043563742,2.0651339635546435,10.56164592717312,0.5866127215348572,1.2209141258342264,88.53746032714844,126.4265251159668,13.602697849273682,13.658106327056885,-7.27284662425518,94.14999999999999,135.37346666666667,14.760930324339316,10.309003616041442,-5.207712660700537,2,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0208r.png
EXP3_RESNET18_RGB_AUGMENT,0,success_primary,9,data/raw/cornell/02/pcd0209r.png,reports/tfm_visual_revision/intermediate/overlays/EXP3_RESNET18_RGB_AUGMENT_seed_0/data__raw__cornell__02__pcd0209r.png,False,E1,2,0.39357235437611804,30.9279137648998,4.6807325377175335,0.22604457361637323,0.7120642107630859,97.77978134155273,134.3352108001709,11.381031513214111,13.28795599937439,-52.63528347015381,96.25,138.7589,15.610053994861778,13.605554421305703,-83.56319723505361,5,/home/laboratorio/TFM/agarre_inteligente/data/raw/cornell/02/pcd0209r.png
